name,ingredients,nutrition,steps,meal_type,allergen,equipment_needed,method,protein,calories,carbs,fiber,prep_time,cook_time,fat,bucket,timing,dietary,allergens,equipment,health_tags,effort_tags,flavor_tags
Herb Lamb Steak (Variation 2),beef olive oil salt pepper garlic,Protein 27.5g Calories 482.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.5,482.0,25.6,0.2,10,20,17.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Date Night']"
Classic Salmon Skewers,fish lemon olive oil salt pepper,Protein 27.9g Calories 565.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.9,565.6,23.7,4.2,10,20,16.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Date Night']"
Creamy Pork Stir-Fry,pork salt pepper onion garlic,Protein 44.6g Calories 402.3,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,44.6,402.3,32.3,0.6,10,15,9.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
Creamy Tuna Skewers,fish lemon olive oil salt pepper,Protein 27.6g Calories 668.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.6,668.8,13.0,1.6,10,20,18.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Creamy']"
Spicy Shrimp Meatballs,shrimp garlic olive oil salt pepper lemon,Protein 37.8g Calories 665.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Stove,Cook,37.8,665.1,25.6,3.7,10,20,21.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Sour', 'Comfort Food']"
Lemon Garlic Lamb Breast,,Protein 32.4g Calories 554.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,32.4,554.8,33.8,4.9,10,20,21.6,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Grilled Chicken Roast,chicken breast olive oil salt pepper garlic,Protein 30.9g Calories 602.4,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,30.9,602.4,24.6,0.8,15,25,9.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],['Savory']
Honey Mustard Mushroom Risotto,,Protein 27.5g Calories 442.2,Gather and measure all ingredients. Preheat and set up your workstation. Prepare the main component carefully. Prep the sauce or mixture separately. Combine components in the correct order. Cook while monitoring temperature and texture. Adjust seasoning in small increments. Rest the dish to set flavors and structure. Plate neatly and serve immediately.,Lunch Dinner,,Stove,Cook,27.5,442.2,27.7,2.5,10,20,19.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Focus Required', 'Fresh Run']","['Savory', 'Sour', 'Creamy', 'Date Night']"
Classic Chicken Chops,chicken breast olive oil salt pepper garlic,Protein 33.5g Calories 780.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,33.5,780.0,7.4,4.2,10,20,26.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Honey Mustard Chicken Bowl,chicken breast olive oil salt pepper garlic,Protein 36.7g Calories 523.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,36.7,523.6,5.6,2.7,10,20,15.9,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Herb Pork Steak,beef olive oil salt pepper garlic,Protein 26.1g Calories 323.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.1,323.8,32.6,3.0,10,20,29.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food', 'Date Night']"
Roasted Black Bean Bowl (Variation 2),,Protein 42.5g Calories 518.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,42.5,518.0,16.6,2.9,15,25,26.5,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Comfort Food']"
Honey Mustard Lamb Meatballs,,Protein 22.9g Calories 353.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.9,353.1,30.4,1.6,10,20,14.4,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Creamy Beef Bowl,beef olive oil salt pepper garlic,Protein 27.0g Calories 535.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.0,535.0,18.3,4.6,10,20,24.3,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Baked Chickpea Stew,chickpeas olive oil garlic lemon salt pepper onion broth,Protein 14.9g Calories 439.9,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,14.9,439.9,19.6,8.6,15,25,18.4,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Volume Eater'],['Fresh Run'],"['Savory', 'Sour', 'Warm & Soupy', 'Sick Day']"
Spicy Turkey Bowl,ground turkey onion garlic salt pepper,Protein 46.7g Calories 421.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,46.7,421.0,1.7,3.3,10,20,31.8,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Classic Salmon Bowl,fish lemon olive oil salt pepper,Protein 44.5g Calories 652.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,44.5,652.0,11.9,2.7,10,20,30.0,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food', 'Date Night']"
Smoky Shrimp Chops,shrimp garlic olive oil salt pepper lemon,Protein 46.5g Calories 459.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Stove,Cook,46.5,459.4,17.6,4.7,10,20,29.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Lemon Garlic Tofu Bowl (Variation 2),tofu soy sauce garlic ginger sesame oil,Protein 46.3g Calories 414.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,46.3,414.8,23.5,4.3,10,20,15.7,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Spicy Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 27.0g Calories 520.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.0,520.3,5.6,1.2,10,20,16.0,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy']"
Baked Chicken Roast,chicken breast olive oil salt pepper garlic,Protein 38.2g Calories 432.4,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,38.2,432.4,12.9,1.7,15,25,23.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Comfort Food']"
Grilled Shrimp Roast,shrimp garlic olive oil salt pepper lemon,Protein 47.7g Calories 426.9,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,47.7,426.9,39.4,0.6,15,25,22.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Lemon Garlic Cod Roast,fish lemon olive oil salt pepper,Protein 45.6g Calories 705.1,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,45.6,705.1,36.8,5.2,15,25,29.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Classic Shrimp Stir-Fry,shrimp garlic olive oil salt pepper lemon,Protein 48.0g Calories 650.5,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,Shellfish,Stove,Grill,48.0,650.5,10.0,5.0,10,15,27.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Lemon Garlic Shrimp Roast,shrimp garlic olive oil salt pepper lemon,Protein 39.3g Calories 515.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,39.3,515.8,10.7,2.7,15,25,17.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour']"
Roasted Veggie Stir-Fry,,Protein 30.1g Calories 346.7,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,30.1,346.7,3.5,0.8,15,25,19.2,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly']",['Fresh Run'],['Savory']
Herb Mushroom Risotto,,Protein 50.5g Calories 467.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,50.5,467.6,13.1,4.6,10,20,8.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Date Night']"
Spicy Veggie Stir-Fry (Variation 2),,Protein 27.7g Calories 366.5,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Breakfast,,Stove,Grill,27.7,366.5,9.3,1.1,10,15,21.3,Breakfast,['Breakfast'],[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Roasted Shrimp Bowl,shrimp garlic olive oil salt pepper lemon,Protein 38.0g Calories 711.3,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,38.0,711.3,8.7,1.3,15,25,19.6,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour']"
Spicy Tuna Chops,fish lemon olive oil salt pepper,Protein 39.3g Calories 455.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,39.3,455.1,22.6,2.1,10,20,18.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Sour']"
Lemon Garlic Salmon Stir-Fry,fish lemon olive oil salt pepper,Protein 23.5g Calories 723.1,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,23.5,723.1,4.0,2.8,10,15,17.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Date Night']"
Honey Mustard Lamb Bowl,,Protein 22.0g Calories 496.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.0,496.5,38.3,4.1,10,20,12.5,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Baked Lentil Soup,lentils onion carrot celery garlic broth,Protein 28.9g Calories 272.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,28.9,272.8,21.4,4.2,15,25,20.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Warm & Soupy', 'Comfort Food']"
Classic Lamb Roast,,Protein 29.5g Calories 581.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,29.5,581.8,14.9,1.0,15,25,27.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],"['Savory', 'Comfort Food']"
Herb Lamb Chops,,Protein 31.2g Calories 478.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.2,478.5,28.0,3.9,10,20,13.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Creamy Salmon Roast,fish lemon olive oil salt pepper,Protein 22.0g Calories 601.5,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,22.0,601.5,19.1,1.4,15,25,10.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],"['Savory', 'Sour', 'Creamy', 'Date Night']"
Spicy Black Bean Bowl (Variation 2),,Protein 22.3g Calories 592.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.3,592.0,27.8,5.9,10,20,26.0,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Classic Cod Chops (Variation 3),fish lemon olive oil salt pepper,Protein 26.0g Calories 505.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.0,505.3,2.8,4.4,10,20,16.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Lemon Garlic Pork Skewers,pork salt pepper onion garlic,Protein 26.1g Calories 672.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.1,672.4,30.9,0.8,10,20,24.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Roasted Cod Chops,fish lemon olive oil salt pepper,Protein 26.3g Calories 717.2,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,26.3,717.2,21.2,3.9,15,25,8.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],"['Savory', 'Sour']"
Roasted Veggie Stir-Fry (Variation 2),,Protein 27.6g Calories 308.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,27.6,308.0,12.0,1.2,15,25,14.1,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],['Savory']
Classic Turkey Meatballs (Variation 2),ground turkey onion garlic salt pepper,Protein 47.8g Calories 533.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,47.8,533.6,3.5,4.5,10,20,25.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Honey Mustard Shrimp Chops,shrimp garlic olive oil salt pepper lemon,Protein 31.4g Calories 620.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Stove,Cook,31.4,620.0,5.6,0.5,10,20,24.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Spicy Lentil Soup (Variation 3),lentils onion carrot celery garlic broth,Protein 32.3g Calories 463.0,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,32.3,463.0,42.6,7.3,10,25,19.6,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Spicy', 'Warm & Soupy', 'Comfort Food']"
Roasted Cod Casserole,fish lemon olive oil salt pepper,Protein 29.4g Calories 582.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,29.4,582.6,75.4,4.5,20,45,24.0,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Savory', 'Sour', 'Comfort Food']"
Creamy Shrimp Casserole,shrimp garlic olive oil salt pepper lemon,Protein 37.8g Calories 498.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Stove,Cook,37.8,498.6,93.2,3.6,10,20,19.9,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Creamy', 'Comfort Food']"
Creamy Tuna Stir-Fry,fish lemon olive oil salt pepper,Protein 39.8g Calories 519.8,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,39.8,519.8,21.1,5.9,10,15,29.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Creamy', 'Comfort Food']"
Spicy Salmon Meatballs,fish lemon olive oil salt pepper,Protein 26.0g Calories 693.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.0,693.6,34.4,2.2,10,20,20.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Sour', 'Comfort Food', 'Date Night']"
Honey Mustard Turkey Chops,ground turkey onion garlic salt pepper,Protein 44.9g Calories 593.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,44.9,593.2,38.2,0.1,10,20,24.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Creamy Turkey Casserole,ground turkey onion garlic salt pepper,Protein 23.8g Calories 503.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,23.8,503.0,56.6,6.9,10,20,13.0,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Compact Fuel', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Herb Pork Chops,pork salt pepper onion garlic,Protein 40.9g Calories 522.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,40.9,522.6,20.0,4.2,10,20,17.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Roasted Salmon Bowl,fish lemon olive oil salt pepper,Protein 38.1g Calories 353.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,38.1,353.0,24.6,1.9,15,25,14.1,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Sour', 'Date Night']"
Grilled Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 28.1g Calories 524.5,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,28.1,524.5,32.3,2.3,10,15,19.8,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']",['Savory']
Honey Mustard Salmon Chops,fish lemon olive oil salt pepper,Protein 47.0g Calories 573.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Microwave,Microwave,47.0,573.7,27.2,4.2,5,6,9.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Microwave', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Microwave-Only', 'Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Date Night']"
Creamy Beef Meatballs,beef olive oil salt pepper garlic,Protein 47.4g Calories 623.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,47.4,623.5,2.3,2.6,10,20,22.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
